Timestamp,Total
2023-10-21 11:00:00,110.895
2023-10-21 12:00:00,110.46
2023-10-21 13:00:00,111.015
2023-10-21 14:00:00,111.13
2023-10-21 15:00:00,111.365
2023-10-21 16:00:00,113.26
2023-10-21 17:00:00,115.015
2023-10-21 18:00:00,114.66
2023-10-21 19:00:00,113.42
2023-10-21 20:00:00,112.445
2023-10-21 21:00:00,112.37
2023-10-21 22:00:00,110.68
2023-10-21 23:00:00,108.68
2023-10-22 00:00:00,108.67
2023-10-22 01:00:00,108.665
2023-10-22 02:00:00,108.77
2023-10-22 03:00:00,108.795
2023-10-22 04:00:00,110.02
2023-10-22 05:00:00,111.51
2023-10-22 06:00:00,114.15
2023-10-22 07:00:00,116.755
2023-10-22 08:00:00,119.215
2023-10-22 09:00:00,120.03
2023-10-22 10:00:00,120.635
2023-10-22 11:00:00,118.65
2023-10-22 12:00:00,115.57
2023-10-22 13:00:00,113.275
2023-10-22 14:00:00,110.895
2023-10-22 15:00:00,108.905
2023-10-22 16:00:00,108.22
2023-10-22 17:00:00,109.33
2023-10-22 18:00:00,111.065
2023-10-22 19:00:00,111.515
2023-10-22 20:00:00,112.15
2023-10-22 21:00:00,113.35
2023-10-22 22:00:00,113.46
2023-10-22 23:00:00,113.4
2023-10-23 00:00:00,113.275
2023-10-23 01:00:00,113.185
2023-10-23 02:00:00,113.04
2023-10-23 03:00:00,113.035
2023-10-23 04:00:00,113.945
2023-10-23 05:00:00,115.525
2023-10-23 06:00:00,116.86
2023-10-23 07:00:00,118.565
2023-10-23 08:00:00,118.795
2023-10-23 09:00:00,117.975
2023-10-23 10:00:00,116.53
2023-10-23 11:00:00,115.72
2023-10-23 12:00:00,114.805
2023-10-23 13:00:00,115.41
2023-10-23 14:00:00,116.595
2023-10-23 15:00:00,115.785
2023-10-23 16:00:00,117.39
2023-10-23 17:00:00,118.79
2023-10-23 18:00:00,118.325
2023-10-23 19:00:00,116.915
2023-10-23 20:00:00,115.89
2023-10-23 21:00:00,116.035
2023-10-23 22:00:00,114.295
2023-10-23 23:00:00,112.61
2023-10-24 00:00:00,112.725
2023-10-24 01:00:00,112.82
2023-10-24 02:00:00,112.91
2023-10-24 03:00:00,112.87
2023-10-24 04:00:00,113.825
2023-10-24 05:00:00,115.535
2023-10-24 06:00:00,117.035
2023-10-24 07:00:00,118.085
2023-10-24 08:00:00,117.705
2023-10-24 09:00:00,115.69
2023-10-24 10:00:00,114.345
2023-10-24 11:00:00,113.835
2023-10-24 12:00:00,112.92
2023-10-24 13:00:00,113.535
2023-10-24 14:00:00,113.765
2023-10-24 15:00:00,113.82
2023-10-24 16:00:00,114.8
2023-10-24 17:00:00,115.98
2023-10-24 18:00:00,115.345
2023-10-24 19:00:00,113.955
2023-10-24 20:00:00,112.52
2023-10-24 21:00:00,112.915
2023-10-24 22:00:00,110.945
2023-10-24 23:00:00,109.47
2023-10-25 00:00:00,109.16
2023-10-25 01:00:00,109.135
2023-10-25 02:00:00,109.305
2023-10-25 03:00:00,109.73
2023-10-25 04:00:00,111.335
2023-10-25 05:00:00,112.545
2023-10-25 06:00:00,114.7
2023-10-25 07:00:00,115.87
2023-10-25 08:00:00,115.81
2023-10-25 09:00:00,114.985
2023-10-25 10:00:00,113.3
2023-10-25 11:00:00,112.065
2023-10-25 12:00:00,111.735
2023-10-25 13:00:00,111.92
2023-10-25 14:00:00,112.525
2023-10-25 15:00:00,112.58
2023-10-25 16:00:00,113.73
2023-10-25 17:00:00,115.895
2023-10-25 18:00:00,115.88
2023-10-25 19:00:00,114.575
2023-10-25 20:00:00,113.595
2023-10-25 21:00:00,113.955
2023-10-25 22:00:00,112.4
2023-10-25 23:00:00,110.47
2023-10-26 00:00:00,110.55
2023-10-26 01:00:00,110.535
2023-10-26 02:00:00,110.53
2023-10-26 03:00:00,110.565
2023-10-26 04:00:00,111.725
2023-10-26 05:00:00,112.79
2023-10-26 06:00:00,114.835
2023-10-26 07:00:00,115.885
2023-10-26 08:00:00,116.245
2023-10-26 09:00:00,115.135
2023-10-26 10:00:00,113.455
2023-10-26 11:00:00,113.16
2023-10-26 12:00:00,112.485
2023-10-26 13:00:00,112.815
2023-10-26 14:00:00,113.98
2023-10-26 15:00:00,113.495
2023-10-26 16:00:00,115.165
2023-10-26 17:00:00,116.695
2023-10-26 18:00:00,116.975
2023-10-26 19:00:00,115.895
2023-10-26 20:00:00,115.45
2023-10-26 21:00:00,115.655
2023-10-26 22:00:00,114.12
2023-10-26 23:00:00,112.04
2023-10-27 00:00:00,112.075
2023-10-27 01:00:00,111.955
2023-10-27 02:00:00,112.125
2023-10-27 03:00:00,111.955
2023-10-27 04:00:00,112.475
2023-10-27 05:00:00,113.48
2023-10-27 06:00:00,113.09
2023-10-27 07:00:00,112.44
2023-10-27 08:00:00,109.915
2023-10-27 09:00:00,110.31
2023-10-27 10:00:00,111.515
2023-10-27 11:00:00,113.435
2023-10-27 12:00:00,115.96
2023-10-27 13:00:00,118.715
2023-10-27 14:00:00,121.25
2023-10-27 15:00:00,121.955
2023-10-27 16:00:00,121.745
2023-10-27 17:00:00,121.46
2023-10-27 18:00:00,119.63
2023-10-27 19:00:00,117.045
2023-10-27 20:00:00,114.575
2023-10-27 21:00:00,113.21
2023-10-27 22:00:00,111.75
2023-10-27 23:00:00,109.8
2023-10-28 00:00:00,109.82
2023-10-28 01:00:00,109.77
2023-10-28 02:00:00,109.935
2023-10-28 03:00:00,109.925
2023-10-28 04:00:00,111.28
2023-10-28 05:00:00,112.84
2023-10-28 06:00:00,114.315
2023-10-28 07:00:00,116.1
2023-10-28 08:00:00,115.725
2023-10-28 09:00:00,114.525
2023-10-28 10:00:00,112.395
2023-10-28 11:00:00,111.685
2023-10-28 12:00:00,111.44
2023-10-28 13:00:00,112.19
2023-10-28 14:00:00,112.475
2023-10-28 15:00:00,112.73
2023-10-28 16:00:00,113.965
2023-10-28 17:00:00,115.595
2023-10-28 18:00:00,115.08
2023-10-28 19:00:00,114.02
2023-10-28 20:00:00,113.015
2023-10-28 21:00:00,112.9
2023-10-28 22:00:00,110.895
2023-10-28 23:00:00,108.805
2023-10-29 00:00:00,108.89
2023-10-29 01:00:00,108.96
2023-10-29 02:00:00,108.95
2023-10-29 03:00:00,109.105
2023-10-29 04:00:00,110.295
2023-10-29 05:00:00,111.895
2023-10-29 06:00:00,114.24
2023-10-29 07:00:00,115.585
2023-10-29 08:00:00,117.61
2023-10-29 09:00:00,118.41
2023-10-29 10:00:00,119.375
2023-10-29 11:00:00,116.815
2023-10-29 12:00:00,114.12
